age,income,credit_score,months_customer,num_products,balance,country,gender,has_credit_card,is_active_member,churn
27,114071.0,782,7,1,75728.29782755008,UK,Female,Yes,No,1
47,26640.0,523,67,2,89796.46468477885,UK,Male,No,Yes,0
67,64547.0,790,65,2,8412.766225938283,USA,Male,No,No,1
62,74620.0,772,36,2,39310.390755940105,UK,Male,Yes,Yes,0
22,35317.0,309,25,1,10024.556372287663,UK,Male,Yes,Yes,1
50,135608.0,704,37,4,1659.2480632597883,USA,Female,Yes,No,1
18,27564.0,601,1,2,66171.86826439566,USA,Male,No,Yes,0
35,47345.0,530,15,1,60244.94419665878,Germany,Female,No,No,1
49,133824.0,365,37,1,16301.91138148862,Germany,Female,No,Yes,1
64,114223.0,411,13,2,23381.28330930641,USA,Male,No,No,1
66,143372.0,312,104,2,2370.775364451838,France,Male,Yes,Yes,1
28,99273.0,692,8,4,83494.72056944037,UK,Male,Yes,Yes,0
38,94859.0,799,5,1,97469.05960485515,Germany,Male,Yes,No,1
43,100765.0,533,60,1,13545.953679469081,,Female,Yes,Yes,0
42,130017.0,613,73,3,23147.52137652981,Spain,Male,No,No,0
39,94038.0,311,1,1,86840.9523946934,USA,Female,No,Yes,1
44,143618.0,508,36,4,92646.37979561849,France,Male,Yes,Yes,0
66,72393.0,313,35,3,41962.738280681035,Spain,Male,Yes,Yes,0
30,86081.0,717,66,3,5062.247226907412,Spain,Male,Yes,No,0
50,145341.0,736,63,3,3939.18336928194,Spain,Male,Yes,No,1
51,122650.0,676,104,2,57394.986606901046,USA,Female,Yes,No,0
58,49430.0,319,23,2,39289.510889317906,Germany,Female,No,No,1
52,95532.0,369,9,1,2865.2427577654516,USA,Male,No,No,1
18,47788.0,510,34,3,58325.23923125568,Germany,Female,Yes,Yes,0
38,115505.0,400,46,4,1130.2536589022473,Spain,Female,Yes,Yes,0
65,68543.0,431,78,2,78737.1958149273,Spain,Male,Yes,No,1
23,33919.0,680,4,4,30643.282270337157,France,Male,No,Yes,0
45,89346.0,431,30,4,4025.80030092321,Germany,Female,No,Yes,1
34,116122.0,319,95,2,58835.22209831533,Spain,Female,No,Yes,0
22,59974.0,835,102,2,39768.44144330547,UK,Female,Yes,Yes,0
48,127309.0,526,75,2,97380.04133571495,France,Female,No,No,1
22,36371.0,453,99,2,54419.86625037022,USA,Male,Yes,Yes,0
55,65084.0,768,72,3,27523.918103700827,,Male,No,No,0
20,49629.0,704,3,3,70943.88646339747,UK,Female,No,No,1
40,71184.0,501,14,3,27149.200254271134,Germany,Male,No,Yes,0
54,81916.0,337,60,3,90424.32914075651,USA,Female,Yes,No,1
54,147293.0,487,77,1,37472.197050737646,USA,Female,Yes,Yes,0
27,93972.0,356,45,3,54986.85627762052,Germany,Male,No,Yes,0
27,,319,96,2,5057.310382422886,France,Female,Yes,Yes,1
36,32984.0,572,34,4,42612.12379522308,Spain,Female,Yes,No,0
34,53039.0,418,45,3,83236.3539660995,France,Male,Yes,No,1
38,105431.0,815,61,1,80564.8805363342,UK,Male,Yes,No,1
31,103691.0,520,83,2,22431.855885352627,Spain,Female,Yes,Yes,0
26,78606.0,825,102,4,22607.90710105627,France,Female,Yes,Yes,0
63,30616.0,814,16,4,81730.53122132368,Germany,Male,Yes,Yes,0
18,122665.0,635,66,3,93039.84201693255,UK,Female,No,No,1
68,125373.0,354,40,4,9536.092127300355,UK,Female,Yes,Yes,0
62,70072.0,799,17,3,45005.86394262253,UK,Male,Yes,Yes,0
30,44574.0,835,119,3,,Spain,Male,No,No,0
21,23430.0,461,34,2,87068.84554574393,USA,Male,No,No,1
18,139123.0,458,106,2,8352.491468001877,Spain,Male,No,No,1
66,32676.0,487,16,1,21112.594255803742,France,Male,No,Yes,0
57,30816.0,359,102,2,75246.83375864943,USA,Male,Yes,Yes,0
49,52733.0,618,60,2,5129.384898121559,France,Female,No,Yes,0
51,,510,66,3,49253.53807142893,USA,Female,No,No,0
45,22050.0,705,66,2,44210.703467972,Spain,Male,Yes,No,0
48,129996.0,408,90,3,33440.117898874865,UK,Male,Yes,No,1
25,53933.0,375,13,3,39457.23153189238,Germany,Female,Yes,No,1
56,44951.0,841,56,2,52994.0586930233,UK,Female,No,Yes,0
43,52413.0,613,111,1,16136.735838838313,Spain,Female,Yes,Yes,0
51,54801.0,416,31,1,57199.587828359276,USA,Male,No,Yes,1
20,75619.0,318,34,4,80543.23292999863,UK,Male,Yes,Yes,1
67,52913.0,731,39,4,76016.0929790159,,Female,Yes,Yes,0
29,132573.0,649,67,2,15389.990469377368,France,Male,No,Yes,0
18,139076.0,482,8,1,14924.946974147391,Germany,Male,Yes,Yes,1
61,,412,87,3,26817.436774491332,UK,Male,Yes,Yes,1
22,77775.0,482,78,4,36107.472634103724,USA,Female,Yes,No,1
47,110816.0,780,55,3,40845.55814084826,France,Female,Yes,No,0
47,149972.0,445,27,4,67969.72168333453,Spain,Male,Yes,Yes,0
34,110093.0,412,118,2,5668.04321658354,Germany,Male,No,No,1
65,132590.0,775,93,1,3467.2704226066385,USA,Male,No,Yes,1
64,55400.0,602,103,4,39191.0562943909,Spain,Male,Yes,Yes,0
40,,417,53,1,69716.36921379804,Spain,Male,No,No,1
32,100688.0,460,39,3,19343.534295648256,UK,Female,No,Yes,0
54,142744.0,700,65,2,64150.44812562517,UK,Male,No,Yes,0
38,109431.0,497,17,1,25982.813794029946,USA,Male,Yes,Yes,1
31,94691.0,559,105,2,88608.61088135163,Spain,Male,Yes,Yes,0
19,117419.0,346,30,1,89568.99442666165,UK,Female,Yes,Yes,1
28,128730.0,698,53,3,29728.72042813265,Germany,Female,No,Yes,0
68,63001.0,377,13,3,22999.375396324052,Germany,Male,No,Yes,0
56,87364.0,423,21,2,41130.39720662313,Spain,Female,Yes,No,1
55,144988.0,374,19,3,24053.158518014872,UK,Female,Yes,No,1
51,,436,53,4,67238.38432917037,USA,Female,No,Yes,0
55,,699,19,1,82606.46845482856,USA,Female,No,No,1
67,117659.0,804,57,3,67309.2130911217,USA,Female,Yes,Yes,0
51,,799,25,4,82435.04472493495,Germany,Female,No,Yes,0
35,20806.0,437,86,2,39699.21622074741,UK,Male,No,Yes,1
47,144343.0,349,31,4,15631.697070886086,UK,Female,No,Yes,1
32,76638.0,553,81,2,73795.09473975921,Germany,Female,No,No,0
44,148301.0,725,55,2,,USA,Male,No,No,0
68,146295.0,846,23,1,67127.08252291325,USA,Male,No,No,1
51,126506.0,601,32,1,27064.394198176567,Spain,Male,No,No,1
69,49757.0,648,62,4,8122.963480667267,France,Male,Yes,Yes,0
55,54636.0,348,74,1,99258.17954877633,UK,Female,Yes,No,1
50,100097.0,373,10,1,15620.150793059927,UK,Female,No,Yes,1
41,68280.0,560,100,1,98842.0993963481,UK,Female,No,Yes,0
32,,655,72,4,97727.99325664472,France,Female,No,No,0
47,100435.0,559,54,3,79381.81039080396,Spain,Male,Yes,Yes,0
59,82211.0,594,52,1,65942.29620819975,France,Female,Yes,No,1
68,74842.0,612,20,1,57780.70502510847,USA,Female,No,No,1
34,148583.0,481,32,4,86610.15453778347,USA,Male,Yes,No,1
22,76979.0,663,114,3,28943.952161948793,UK,Female,No,No,1
46,134524.0,487,14,1,46768.1212484877,Germany,Female,No,No,1
21,101470.0,842,50,2,61938.99693665019,UK,Female,No,Yes,0
27,58197.0,847,28,4,41119.047586949106,Germany,Female,No,No,1
34,61844.0,707,110,1,42748.645409026794,France,Male,No,No,1
27,,713,116,1,33028.46675020844,USA,Male,No,Yes,0
34,121868.0,641,53,2,56423.1816684536,Germany,Male,No,No,0
37,54157.0,519,24,2,85057.45280151161,France,Male,Yes,No,0
41,97129.0,462,79,4,20152.837800631285,USA,Male,No,Yes,0
22,60042.0,519,22,4,93443.30387534414,Germany,Female,Yes,Yes,0
51,81665.0,569,30,2,68908.76537482296,UK,Female,No,No,1
23,135512.0,699,63,4,82327.32126800301,UK,Male,No,Yes,0
19,136953.0,481,4,2,55619.06926300116,UK,Male,Yes,No,1
30,102856.0,504,77,1,77951.67014240635,France,Male,Yes,Yes,0
60,47376.0,527,59,2,1620.039733946721,UK,Female,No,No,1
60,129049.0,549,87,2,81838.04247795352,Spain,Male,Yes,No,0
65,75554.0,740,8,3,4013.8859085366516,USA,Female,No,No,1
28,34199.0,832,82,2,88991.33763628625,France,Female,No,Yes,0
68,138533.0,495,12,2,99196.27472386434,UK,Female,Yes,No,1
64,101412.0,818,119,3,29406.74621767778,USA,Female,Yes,Yes,0
40,,369,31,4,21031.855628579364,Germany,Male,Yes,No,1
33,93781.0,698,78,3,76536.33638580407,UK,Female,Yes,No,0
48,92750.0,502,34,1,25302.63409202532,USA,Female,No,No,1
28,86262.0,447,82,3,86556.23831722034,Spain,Male,Yes,No,1
33,137424.0,771,98,1,10284.25921574767,Germany,Female,Yes,No,1
25,66600.0,498,75,4,12595.519637935826,Spain,Female,Yes,Yes,1
21,96898.0,725,105,3,97915.15551006155,USA,Female,Yes,Yes,0
57,82483.0,791,76,3,67383.88982700047,Spain,Male,Yes,Yes,0
21,38297.0,441,49,4,84688.72244289528,USA,Female,No,No,1
42,50448.0,612,79,1,32432.9377351518,USA,Female,No,No,1
20,46172.0,464,57,3,67648.37495206045,Spain,Male,Yes,Yes,1
49,62874.0,613,95,1,59424.18273085972,USA,Male,Yes,No,1
20,27657.0,320,113,3,60315.0120122947,UK,Female,No,No,1
44,104386.0,381,93,2,68253.24595377216,USA,Female,Yes,No,1
46,145617.0,430,26,3,57535.917312909856,France,Male,No,Yes,0
49,,604,18,4,42906.2369302666,USA,Female,No,Yes,0
67,46685.0,670,96,4,27592.269438054685,France,Male,Yes,Yes,0
68,142000.0,683,86,1,76858.1330913202,USA,Female,No,Yes,0
36,132855.0,744,38,3,22627.24300031862,USA,Male,Yes,Yes,0
38,44578.0,724,81,1,69235.43061544142,Spain,Female,Yes,No,1
22,48831.0,460,87,1,23333.282264932663,UK,Male,No,No,1
35,27906.0,477,88,2,62533.01699544539,UK,Male,No,No,1
45,,789,50,2,74707.8267129029,Germany,Male,Yes,No,0
59,74028.0,626,8,4,21871.38889065392,Spain,Male,No,Yes,0
39,27287.0,588,41,1,5994.330086130828,Spain,Male,Yes,Yes,0
38,,653,6,4,13097.374299417408,UK,Female,No,No,0
23,95758.0,327,69,3,60599.69672710255,Spain,Female,No,Yes,1
18,80504.0,342,44,1,84944.64062257356,UK,Male,Yes,No,1
22,,722,64,1,4499.682123542437,Spain,Female,Yes,No,1
58,122979.0,476,29,3,73415.12590416463,USA,Female,Yes,No,1
29,54701.0,828,28,3,34131.864595005216,UK,Female,No,No,0
43,103300.0,793,11,4,47852.83699195225,UK,Female,Yes,Yes,0
63,,497,65,4,92885.95498455656,France,Female,Yes,No,1
51,37674.0,816,107,3,33197.150473584545,Spain,Female,No,Yes,0
66,103560.0,813,19,4,46533.693393948604,Spain,Male,No,No,0
31,131543.0,321,9,3,1368.2414760681106,UK,Female,Yes,No,1
43,43874.0,411,27,1,8159.872000483837,USA,Female,Yes,No,1
62,63642.0,356,34,1,25859.159113478403,USA,Female,Yes,No,1
44,,365,44,2,2785.22408210744,USA,Male,Yes,Yes,0
26,117820.0,397,68,1,63137.5326048251,Spain,Female,No,No,1
43,85160.0,443,100,3,42639.83568016225,France,Female,No,Yes,0
64,37602.0,734,82,4,54814.520272802205,UK,Female,Yes,No,1
39,123320.0,385,15,2,17464.718589632954,Germany,Male,Yes,No,1
64,108801.0,643,51,4,29593.20294366161,France,Female,Yes,No,0
47,45931.0,593,13,3,66382.44748527251,Germany,Male,No,Yes,0
60,114377.0,542,83,1,96530.27236303999,France,Female,Yes,No,1
65,49192.0,331,49,2,5041.67736022092,USA,Male,Yes,No,1
34,66542.0,690,70,3,89038.43208552661,Spain,Male,No,No,1
43,147015.0,576,112,2,57688.12013112084,Germany,Male,No,No,0
53,62520.0,831,56,2,56391.956675562375,France,Female,Yes,No,0
18,84772.0,453,76,1,50027.853520776036,Spain,Male,Yes,Yes,1
25,78762.0,682,51,3,6939.4085904183385,Germany,Male,No,Yes,0
66,70106.0,367,37,4,,UK,Male,Yes,No,1
52,101121.0,513,17,2,60091.200565908606,France,Male,Yes,No,1
69,45559.0,675,58,2,34095.85714355583,UK,Female,No,Yes,0
32,125595.0,512,87,4,91726.80665776807,USA,Female,No,No,1
64,53742.0,378,90,3,40659.05373594723,UK,Female,No,Yes,0
39,89669.0,680,29,2,14328.145870264108,UK,Female,Yes,No,0
31,100199.0,357,33,2,71471.8833502036,France,Male,No,No,1
43,41754.0,325,60,2,29335.342144100985,USA,Female,No,Yes,0
45,23972.0,746,91,3,52547.03073558932,UK,Male,Yes,No,0
40,90831.0,365,89,3,69783.278550517,Spain,Female,Yes,Yes,0
31,132217.0,553,55,4,90026.41112020703,Germany,Female,No,Yes,0
41,,343,10,3,79219.11948016762,UK,Female,No,Yes,0
19,114661.0,396,47,3,67636.10678727241,USA,Male,Yes,No,1
62,126532.0,526,23,1,67963.31823951435,UK,Female,Yes,Yes,0
43,146267.0,735,85,4,94592.46440320865,Germany,Female,No,Yes,0
31,29903.0,678,21,2,29582.409749653605,USA,Female,No,No,0
68,23020.0,477,107,3,111.20941961874075,France,Male,Yes,No,1
24,61755.0,726,13,2,27195.45593981987,USA,Female,No,No,1
20,105956.0,606,101,2,21789.1379626744,France,Female,Yes,No,1
64,106988.0,803,33,1,66183.45851139982,USA,Male,No,No,1
40,,567,24,3,63371.1599765529,Germany,Male,Yes,No,0
63,123537.0,307,108,4,59346.13827047238,Germany,Female,Yes,Yes,0
60,145991.0,807,11,3,1624.34432094537,USA,Female,No,No,1
64,29516.0,775,17,2,72877.80544506475,UK,Female,No,Yes,0
62,132863.0,596,68,4,32353.041248549154,Germany,Male,Yes,No,0
35,135005.0,463,47,3,66505.59890066311,France,Male,No,Yes,0
55,22396.0,784,25,2,55657.84285021533,France,Male,No,Yes,0
